,age,workclass,fnlwgt,education,education_num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
3717,44,Private,184105,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,4386,0,40,United-States,>50K
3718,32,Private,212276,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
3719,34,Private,213226,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Iran,>50K
3720,63,Private,163708,9th,5,Widowed,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
3721,18,Private,184016,HS-grad,9,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Female,3103,0,40,United-States,<=50K
3722,65,?,200749,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,25,United-States,<=50K
3723,24,Private,456460,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
3724,43,Private,212847,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
3725,41,Private,214242,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K
3726,38,Self-emp-not-inc,29430,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
3727,42,Private,136419,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
3728,27,Self-emp-not-inc,334132,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,78,United-States,<=50K
3729,38,Private,411797,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
3730,40,Private,77357,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
3731,28,Private,148645,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
3732,27,Private,321577,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
3733,25,Private,236267,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
3734,40,Private,291808,HS-grad,9,Divorced,Protective-serv,Not-in-family,Black,Female,0,0,40,United-States,<=50K
3735,36,Self-emp-not-inc,239415,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,<=50K
3736,46,Self-emp-inc,328216,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,42,?,>50K
3737,53,Federal-gov,155594,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
3738,28,Private,251905,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
3739,63,Private,207385,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,<=50K
3740,45,Private,99355,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,>50K
3741,50,Private,128143,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,50,United-States,>50K
3742,50,Self-emp-not-inc,183915,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
3743,29,Private,103432,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
3744,51,Private,115025,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
3745,42,Private,59474,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
3746,40,Local-gov,289403,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,1887,40,?,>50K
3747,19,?,211553,Some-college,10,Never-married,?,Own-child,White,Female,0,0,35,United-States,<=50K
3748,28,Private,33374,11th,7,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K
3749,32,Private,33678,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
3750,24,Private,237341,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
3751,37,Self-emp-inc,188774,11th,7,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,60,?,<=50K
3752,31,Private,452405,Preschool,1,Never-married,Other-service,Other-relative,White,Female,0,0,35,Mexico,<=50K
3753,65,Self-emp-not-inc,22907,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
3754,61,Private,98350,Preschool,1,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,China,<=50K
3755,49,Private,184986,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
3756,44,Self-emp-not-inc,402397,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,60,United-States,>50K
3757,33,Private,255004,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
3758,42,Private,341178,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,44,Mexico,<=50K
3759,44,Private,150533,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,0,1876,55,United-States,<=50K
3760,49,Private,153536,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,14084,0,44,United-States,>50K
3761,40,Private,309311,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
3762,21,Private,104981,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,48,United-States,<=50K
3763,32,Private,188048,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
3764,26,Private,108658,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
3765,31,Private,124420,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
3766,33,Private,200246,Some-college,10,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
3767,30,Private,398827,HS-grad,9,Married-AF-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States,<=50K
3768,21,Private,197387,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
3769,32,Self-emp-not-inc,180303,Bachelors,13,Divorced,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,0,47,Iran,<=50K
3770,37,Private,172232,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,30,United-States,<=50K
3771,19,Private,386378,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
3772,20,Private,298227,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
3773,34,Private,118551,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
3774,34,Private,140092,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
3775,70,Private,236055,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
3776,23,Private,287681,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,Columbia,<=50K
3777,19,Private,185097,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,37,United-States,<=50K
3778,55,Private,66356,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K
3779,19,Private,225294,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K
3780,48,Federal-gov,100067,Some-college,10,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
3781,22,Private,110371,HS-grad,9,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,50,United-States,<=50K
3782,51,Private,70767,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
3783,66,Self-emp-not-inc,274451,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,United-States,>50K
3784,25,Private,120238,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Poland,<=50K
3785,44,Private,168515,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,Germany,<=50K
3786,31,Private,229636,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Mexico,<=50K
3787,28,Private,171067,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
3788,62,Private,213321,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
3789,52,Private,180142,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,<=50K
3790,20,Private,344394,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
3791,45,Private,101977,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
3792,42,Private,168515,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
3793,61,Private,149653,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
3794,55,Private,49996,11th,7,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,<=50K
3795,56,Private,128764,7th-8th,4,Widowed,Transport-moving,Not-in-family,White,Male,0,0,20,United-States,<=50K
3796,23,Private,414545,Some-college,10,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
3797,27,Private,94064,Assoc-voc,11,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
3798,25,Private,185287,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
3799,68,Private,217424,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,24,United-States,<=50K
3800,36,Private,346478,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,2415,45,United-States,>50K
3801,19,Private,144750,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,18,United-States,<=50K
3802,67,?,36135,11th,7,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States,<=50K
3803,48,Self-emp-inc,302612,Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
3804,23,Self-emp-not-inc,258298,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,2231,40,United-States,>50K
3805,23,?,296613,Some-college,10,Never-married,?,Own-child,White,Female,0,0,32,United-States,<=50K
3806,23,Private,211678,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
3807,48,State-gov,85384,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
3808,44,Private,187821,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,<=50K
3809,41,Self-emp-not-inc,57924,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,7688,0,50,United-States,>50K
3810,52,Private,167794,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,>50K
3811,26,Private,137658,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
3812,25,Self-emp-inc,161007,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
3813,41,Private,187322,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50K
3814,52,Private,186785,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,1876,50,United-States,<=50K
3815,22,Private,94662,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,44,United-States,<=50K
3816,64,Local-gov,199298,5th-6th,3,Divorced,Other-service,Not-in-family,White,Female,0,0,45,?,<=50K
3817,58,Self-emp-inc,190541,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,47,United-States,<=50K
3818,46,Federal-gov,330901,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,<=50K
3819,19,Private,219742,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
3820,26,Self-emp-not-inc,284343,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
3821,39,Private,184117,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,20,United-States,>50K
3822,40,Private,176716,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
3823,30,Private,310889,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
3824,24,Private,217602,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
3825,54,Private,340476,HS-grad,9,Separated,Sales,Unmarried,White,Female,0,0,35,United-States,<=50K
3826,33,Private,125762,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,>50K
3827,25,Private,261519,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
3828,44,Self-emp-inc,320984,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,5178,0,60,United-States,>50K
3829,37,Private,182675,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States,>50K
3830,45,State-gov,36032,HS-grad,9,Divorced,Protective-serv,Unmarried,Black,Female,0,0,40,United-States,<=50K
3831,19,Private,40425,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,28,United-States,<=50K
3832,43,Private,125833,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
3833,27,Private,87006,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1579,40,United-States,<=50K
3834,36,Private,66173,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Female,0,0,15,United-States,<=50K
3835,17,Private,156736,10th,6,Never-married,Sales,Unmarried,White,Female,0,0,12,United-States,<=50K
3836,49,Federal-gov,420282,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
3837,35,Private,57640,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
3838,25,Self-emp-inc,163039,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States,<=50K
3839,25,Private,175540,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,<=50K
3840,19,Private,319889,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
3841,29,Private,376680,HS-grad,9,Never-married,Tech-support,Own-child,Black,Male,0,0,40,United-States,<=50K
3842,25,State-gov,157028,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
3843,34,Private,174789,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,2001,40,United-States,<=50K
3844,35,Private,35330,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
3845,67,Without-pay,137192,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,12,Philippines,<=50K
3846,35,Self-emp-inc,338320,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
3847,32,Private,218322,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
3848,20,Private,218215,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
3849,41,?,339682,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,0,0,40,Mexico,<=50K
3850,28,Private,188928,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
3851,38,Private,156728,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,56,United-States,<=50K
3852,27,Local-gov,200492,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
3853,47,Private,159550,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
3854,37,Private,136028,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
3855,58,Private,281792,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
3856,21,Private,189203,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
3857,38,Self-emp-not-inc,201328,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,56,United-States,<=50K
3858,40,Private,190621,Some-college,10,Divorced,Exec-managerial,Other-relative,Black,Female,0,0,55,United-States,<=50K
3859,30,Private,231620,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,Mexico,<=50K
3860,23,Private,83891,HS-grad,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
3861,63,?,319121,11th,7,Separated,?,Not-in-family,Black,Male,0,0,40,United-States,<=50K
3862,45,Local-gov,206459,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,<=50K
3863,22,Private,131230,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
3864,30,Private,161690,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
3865,20,Private,216436,Bachelors,13,Never-married,Sales,Other-relative,Black,Female,0,0,30,United-States,<=50K
3866,25,?,202480,Assoc-acdm,12,Never-married,?,Other-relative,White,Male,0,0,45,United-States,<=50K
3867,27,Private,278122,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
3868,46,?,233014,HS-grad,9,Divorced,?,Not-in-family,Black,Female,0,0,40,United-States,<=50K
3869,51,Federal-gov,40808,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,0,43,United-States,<=50K
3870,26,Self-emp-not-inc,102476,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,<=50K
3871,45,Private,32896,5th-6th,3,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,35,United-States,<=50K
3872,22,Private,215395,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,1602,10,United-States,<=50K
3873,36,?,168223,Bachelors,13,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
3874,41,Private,209547,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
3875,34,Private,97355,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K
3876,26,Self-emp-not-inc,151626,HS-grad,9,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,<=50K
3877,44,Private,222596,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Male,0,0,50,United-States,>50K
3878,58,Private,175127,12th,8,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,40,United-States,<=50K
3879,30,Private,54608,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
3880,21,Private,187513,Assoc-voc,11,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
3881,49,Private,402462,Bachelors,13,Married-spouse-absent,Transport-moving,Unmarried,White,Male,0,0,30,Columbia,<=50K
3882,30,Private,101266,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
3883,48,State-gov,201177,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K
3884,50,Self-emp-inc,190333,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,55,United-States,>50K
3885,29,Private,236992,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,50,United-States,<=50K
3886,18,Private,301867,HS-grad,9,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Female,0,0,20,United-States,<=50K
3887,48,Private,98719,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,44,United-States,<=50K
3888,46,Private,148995,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
3889,42,Private,217826,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,?,<=50K
3890,41,Private,92775,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
3891,41,State-gov,342834,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
3892,48,Private,181758,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
3893,49,Private,266150,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
3894,47,Private,277545,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,?,>50K
3895,36,Private,194905,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,0,0,44,United-States,<=50K
3896,48,Private,83444,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States,>50K
3897,32,Private,158002,Some-college,10,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,55,Ecuador,<=50K
3898,32,Private,111836,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,50,United-States,<=50K
3899,22,Private,271274,11th,7,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
3900,39,Self-emp-not-inc,140752,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
3901,57,Private,127779,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
3902,56,Self-emp-inc,75214,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,32,United-States,>50K
3903,25,Private,391192,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,24,United-States,<=50K
3904,35,Private,379959,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
3905,60,Private,216690,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,?,<=50K
3906,46,Private,306183,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,37,United-States,<=50K
3907,43,State-gov,424094,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
3908,20,?,210781,Some-college,10,Never-married,?,Own-child,White,Female,0,0,10,United-States,<=50K
3909,31,Private,467579,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1887,40,United-States,>50K
3910,23,Private,104443,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
3911,28,?,303674,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,3103,0,20,United-States,<=50K
3912,40,?,84232,HS-grad,9,Never-married,?,Not-in-family,White,Female,0,0,4,United-States,<=50K
3913,35,Private,308489,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,50,United-States,<=50K
3914,36,Private,151835,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,>50K
3915,22,Private,406978,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Female,0,0,40,United-States,<=50K
3916,31,Private,99928,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,<=50K
3917,37,Federal-gov,48779,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
3918,20,Private,339588,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,Peru,<=50K
3919,32,Private,30271,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,30,United-States,<=50K
3920,20,Federal-gov,55233,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
3921,24,Private,374253,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,55,United-States,<=50K
3922,25,Private,113654,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,0,0,37,United-States,<=50K
3923,20,?,40060,Some-college,10,Never-married,?,Own-child,White,Male,0,0,56,United-States,<=50K
3924,51,Private,193720,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
3925,28,Private,247445,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
3926,23,Private,207415,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Female,0,0,25,United-States,<=50K
3927,37,Private,343721,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
3928,66,Private,262285,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,99,United-States,<=50K
3929,25,Private,176836,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,<=50K
3930,56,Private,75785,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
3931,45,Private,34127,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
3932,34,Private,90705,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,1485,40,United-States,<=50K
3933,40,Federal-gov,189610,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,52,United-States,<=50K
3934,39,Federal-gov,243872,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
3935,45,Self-emp-not-inc,239093,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,3137,0,40,United-States,<=50K
3936,27,Private,147340,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,50,United-States,>50K
3937,27,Self-emp-not-inc,243569,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
3938,43,Local-gov,193755,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
3939,33,Private,227282,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
3940,20,Private,184779,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,20,United-States,<=50K
3941,20,Private,82777,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,16,United-States,<=50K
3942,31,Private,163003,Assoc-acdm,12,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K
3943,20,Private,379525,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,10,United-States,<=50K
3944,39,Private,155603,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,2205,40,United-States,<=50K
3945,68,Private,168794,Preschool,1,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,10,United-States,<=50K
3946,28,Private,181659,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
3947,31,Local-gov,176185,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4064,0,40,?,<=50K
3948,50,Private,98228,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,45,United-States,<=50K
3949,68,Private,274096,10th,6,Divorced,Transport-moving,Not-in-family,White,Male,0,0,20,United-States,<=50K
